"","ac5402de1ddf427ab8d2b0a8a0a44f19","2a2947125c677c6e27898ad4e9b9dca7","0cc2420a6a4698f8bf664d50b17d26b4","6a17479edbe461431433bddb084f731e","010f0ac2691bc0be12d0633d4b5d2cc4","058ed3f9b3464dcd2af7145b3b9c9026","5e151aa3f416a2fa6f0a1d8985282783","a66dd8d31584930c2b0f811f572dddcf","de61860db8d93da85692dffb5cf32ab9","5b6a30b5a900999d91448bc79c5e14d4","8937656c16c20701c107e715bad86732","25def15fb42bed6855ede4893d27a21d","f7686a74ca2d3729eb66305e8a26309b","d73c014c9a033812619aa44e9cae934f","eea6b86c0c75e740670ccc50613b1b23","0f0a1f8c92368be6e8d3145bd4e94cd1","180b74e94caf35fac5e1f0f4b7ad9d9f","ed1528f4822674c9e1da64b84c778e9f","0f92fcc184a951ff8b0914467ad2f8f9","60c57911662a9159dfdd0fc05d975a55","148c7eb0139bbc1b8c87dd31464742e4","ad7bc2bb6e1ec90a9bc3c8949bce80d6","d56536a97c18adccf18eb08958d93345","a9387e76477da8688775569cf540191b","f95daccc7c507e37800de5207028b992","1ad289cd8f44e109fd95de0382c5b252","5ff715b26c5f3632a12da2d4dbd758bd","e2c3ff4f647112723741aa72087f1bfa","b45c9784d674879d68d54362419a1d70","446ec4331e4894b14be920825fc962a5","237135dc8b20f922cabee934f7d410a1","0eb15dc6ca644533da15764998436274","370829fece3190f1a8efccf50b7d0921","b75d05e361f46e33b39ef21d05334744","ad52a0f6646c574417ce0b13b84acfa9","a650f349bbdffb95b3624519d1ba72b8","86deb5cf8d6f29d383136e0d09863b69","8720f9ecd2331ce68e2896df1bf2d977","dafe809740d0545dc25c6939a84a1820","8ce931b0c99ad5ed648c25483c1ca492","32382a0f5831da5faee464d011b5616c","539ca948741b9a713eb781d4281b23fc","74923f4bbde849e27fc4eda25d757e2a","1ba09da532a0f9985b3caf72a47b42e3","2403a466dd6d1e4f551d80394c2aa994","2480f3aa1e7784b461d9b5b83a6bfc81","9f74473636e6874853d88dfcbcecff49","1986030e3c5cd5df6d869054bc96e536","124c75409b4ecd0bf23a84e28593567d","94b000e59b7ac160b0416c9ab45ff0bf","10a9a0887483597b71cffa08dcda40de","07bfddb8e62098a85afc8fd68ebc308c","8e6e925baa81466352ff781a289e188d","d0f1985c2b919dcbd0bf4664c844a900","914d665720e41337748116b656be6270","e8cff5dd9314935749206c1d83214d77","def8acc0fc88cc9a9cf110370ecc2c37","4c1afcf47b47fc2850fae19210e27117","48e537eafb87fc4de5d87b022bc3fa66","992072d045462445dc239b35300af2cc","5d62137a2d05df0be8d6b7e163a3ef08","1634bc38311d3c868d1077602dc439f2","f1da0f084f3e5b7957d11d01abe7013d","c99c4c951e6f4745973043285ccf486b","ee2e7e1ec3775388a6a1000c5de4c483","82b92d7bdaa0d4ed90f869f14acf5088","59c4a678634e50b3fda861310820aadd","ad8991870b8bdd236d97d01487ddadc6","d0c34b21c7c96271a1bc5f7fe82df3a0","a06f5fd3db9f925457a537135871f616","54f25a2b09b2c1a1517c8b5472eca178","fdcd6808ef8269653d25dce4a55a025d","d43ad42f3b1625379a2429c10f419eda","2ea79eaaa0b23b2a7d2cf470cbaf72ea","b3fef1e26b7b6ac20847ede4da68547a","7db357a4adb452de8504d8ca1ddb3f99","6694ca246e895a4f1d7e1d077cc27f5d","145ebc1f8ab3b2896eb631008973c0b4","47ad35356a9bfec68416d32e4f039021","7e54570d21f03dfcefff07151a8c2d54","053c4d5b8717b60387f777efae437b40","2c61ba77eb8ea89ea85728bd0022ac09","a36d070ba91e6c48d0c79036200d0b20","ab2ef9bffd8e25c75290c0a2f6a8f85c","f4909ad74d5b44aa7c3694798c21ea87","2594fcf48955bec7b61a5ce4aefa3868","1141f30eddb626a3a1151a19445eadfe","2be34a58b64107daf7b5426302feeff7","ce33f26f3bd4784cdb63910753fa0792","30fc8af207d17abc37394fbf3d1793f7","a544abd909afc727c4418e4e19eed417","e644522cf6d7222c9da7f9ecf614cd89","0681937d15d01090c93f3fb99998d90c","9065d9fc5a50712e80be6f5dbef043d4","e4d915abc009819b3d89468b935271de","6240207fd3edd24bf0799b5f427423a0","df3f8cdac76c62baa98469c33b82d8df","31fe7997ddfef193110db377890f9520","596c1c5efe777a8d8aafbca19fe37e1d","f710c0927080e422094a96ffe13b389c","ecc877a3410d54ea784131356fe5ea73","3ccd9b32a9a7dc4a75ab7d88f35665df","fa71c8409cbcaad5dd98b8d80a46b07b","bf8144aac6a30e6695ad6bf8f49131ab","387e36ab394fd347fd94d8762016779f","984ef97167ec7b42d7a3650716d6a2ed","86417ff63eaf8a9473179df540422a81","6207087a2aeb57241cefe393e011bd02","4bec204a5986223b16143ad5db1c8433","a2de505abb56c8744ac2e8123c2d1bc1","5a0df24ab3d9c2d78a043cd477a54b4f","c8fce068920feb387167d44c01689295","9886d89016c5dfd08cdb3aed3c966cb6","64acd1cc6ba26f74372bdccbb9b8065c","a4dbf71f32a016e120fe6cf253dfa6c0","dd55670a7993a5317059df033d09d63f","bace8d5431c11e75808b28a88981721d","e66860dbaac1010e5b69f9780d84b3b2","86c98ea884e894ba5799c32cea3b7765","d28f5cab517f832750bbf62798e58dc3","0590c29091ff2b3affd966ed57773407","bd8cf9d4f4744a93802336d81b60966e","d9d0120f569d8e15590c6486f4ffed36","f283cd6d309acf7626b1fbc0079d275d","aadf067e83ca643294c80e37a0283592","33902c26956acf7efa69413cfea6326e","c22da6c79af27ac1f4eabbaa551ef052","957a16edeead7722188be53d05fbf001","354b3affe7706d4e6ddfb5b0511f5441","075614efc7d3dd61cd64a4e5f17078ae","4f3e4d6a8a9cb34f1cc87190e7090474","252d0fd6601d9776290e142e5bfd744b","856da3a5c943d7dccc1c1f2c0f15a981","84a09f7554a54295e2fe70e6d08b95a8","fff0f27911c727476a833d9e5a35dfeb","0cdc26df2e337ea78808c32c8f52c94b","53bc90e1c93440a53d0bf5ae8b456b1a","2ba1bc26e9373f83349a875dd4c0ad3a","1e6fb78e2244ca940f9fc31d88d711dc","6b9a2b83cbba29ae21ab29588bac0a5b","1d5ea3cb8686552de9dd9b1284a89dc9","12880b7b3ea5ac0628d143e0f13638b5","50569633cbb1654d8b28051a9449f45b","3794c39f5fa4a37b52d248bfb3e95abf","1731e2c1b8ee177b7fa7eecafb40898b","43c828faa858052ace54389bdcb47be5","bc5d102ce5ca031bd57231ea57206612","c3936710486e2affbcd6f59d36c68e2f","8c991b2f2830155b0481dd233b3af040","606163fa1f2a48591ccc82dde467cd7e","7ab381e80f5c97ad9f7ee107c0866487","c122dce029d0662e2c1ff1e3cfb2661e","656326d89791c753746563843909ebf2"
"10249.C014.09SS",11,0,51,0,1669,0,0,0,0,0,387,0,484,0,0,0,0,0,0,0,0,8413,0,0,0,3,0,2482,40,0,0,2,4,0,37,14,0,0,0,3,0,0,0,0,0,0,0,644,1086,17,0,0,1123,0,0,0,0,2079,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C016.01SS",620,0,86,6,118,0,15,36,0,13,31,167,21,0,55,0,7,0,0,27,0,50,70,14,0,118,0,85,12,0,0,0,142,0,67,33,0,0,14,21,0,0,0,167,0,0,5,0,15,20,0,0,70,0,0,0,0,0,0,66,0,0,0,0,0,0,5,0,17,0,0,0,0,0,149,19,23,0,95,42,11,0,0,30,25,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,41,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,43,28,0,0,33,0,0,0,10,0,0,2,0,0,0,15,0,0,0,12
"10249.C005.17SS",5109,0,1187,122,1865,0,0,0,0,0,1485,0,92,0,77,0,0,260,65,0,0,142,0,0,0,135,0,417,297,0,0,0,142,0,290,34,12,77,2,201,0,4,11,0,0,0,0,30,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C042.09SS",3735,0,3,376,1822,0,0,616,0,0,0,13,5,0,89,0,0,0,36,0,0,2000,0,0,0,26,0,2695,171,0,0,0,9,0,2,0,0,257,0,156,0,0,4,2,0,0,3,17,177,0,0,0,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C024.05SS",2724,0,89,0,0,0,0,2320,0,0,0,0,0,0,0,0,119,0,211,0,0,5,0,0,0,0,0,5149,0,0,0,0,0,3471,0,0,0,19,0,2,0,0,3,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,37,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C033.15SS",6657,0,53,582,1136,0,0,292,42,0,189,2,130,0,191,0,45,969,63,0,0,332,0,0,0,179,0,391,208,0,0,0,38,24,388,5,0,23,0,107,0,2,11,0,0,0,0,5,8,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C043.09SS",9875,0,0,179,2917,0,0,0,0,0,0,4,44,0,362,0,0,0,0,0,0,243,0,3,0,183,0,1276,72,0,0,0,196,0,127,11,0,0,0,97,0,6,4,0,0,0,0,42,604,0,0,11,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C021.02SS",494,0,17,15,85,0,0,39,0,0,90,13,23,0,65,0,3,3,0,52,0,299,0,0,0,66,0,1840,20,0,0,30,33,11,5,219,0,0,0,469,0,0,7,4,0,5,0,0,177,28,0,3,266,7,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,12,39,4,0,0,2445,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C016.07SS",5349,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,4,0,0,2386,0,0,0,3,0,1092,0,34,0,0,0,0,0,0,0,0,0,0,0,0,339,60,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C012.02SS",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C007.16SS",2,0,0,0,0,0,0,0,0,0,2,0,15,0,822,0,0,0,0,0,0,8821,0,0,0,332,0,7569,688,0,0,0,355,160,0,30,0,0,0,374,0,114,11,0,0,0,0,32,123,65,1,2,1105,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C020.26SS",3811,0,226,384,1161,0,0,0,0,0,717,30,810,0,153,0,0,1258,84,273,7,48,0,6,0,72,0,174,46,0,6,0,174,0,617,66,6,4,4,6,37,2,0,0,0,0,5,34,2,0,1,0,284,0,0,2,0,0,0,8696,1071,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C024.16SS",14546,0,1027,416,4364,0,0,2684,0,0,1579,356,835,0,1157,0,138,1357,131,968,16,55,0,1,0,737,0,275,2,0,0,0,406,0,4325,373,7,19,0,250,0,0,220,0,0,0,0,18,43,0,0,0,598,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C017.02SS",100,0,0,0,0,0,0,0,0,13,0,23,0,0,43,0,0,0,0,0,0,91,149,0,15,39,0,1338,2,0,0,0,0,0,0,49,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C034.14SS",26799,0,0,276,2,0,0,0,0,0,0,912,197,0,2,0,0,2,0,0,0,1824,0,0,0,2766,0,241,328,0,0,0,197,0,0,111,0,0,101,766,0,7,71,2,0,5,79,27,1704,5,27,0,604,52,0,0,2,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C018.11SS",7110,0,353,176,270,0,0,459,0,0,512,303,559,0,298,0,0,534,261,406,0,727,3,0,0,392,0,1026,427,0,0,0,415,0,54,154,0,165,15,371,75,5,23,0,0,8,0,2,6,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C002.15SS",0,0,121,144,0,0,0,0,0,0,0,0,97,0,168,0,0,0,51,0,0,3170,0,0,0,10,0,1779,407,0,0,2,31,16,0,437,0,0,0,751,0,0,0,0,0,2,9,445,194,4,0,0,1175,0,3,4,0,401,0,600,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C004.10SS",2,0,5,0,0,0,0,0,0,0,0,9,7,0,0,0,0,2,0,0,0,844,5,0,0,467,0,8,0,0,0,0,0,0,4,806,0,0,0,0,0,0,0,4,0,0,0,0,21,13,0,0,7220,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,36,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C042.06SS",1502,0,156,107,0,0,0,1580,0,0,0,113,0,0,127,0,0,0,23,0,0,1679,0,0,0,52,0,3080,183,0,0,0,68,0,30,3,0,375,3,229,0,0,0,0,0,0,0,18,58,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C036.03SS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,5,0,0,0,77,0,0,47,0,0,0,0,0,0,0,0,0,2532,53,0,0,5153,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C016.04SS",9374,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,419,0,0,0,0,0,1463,0,32,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C034.05SS",22020,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,7948,0,45,0,0,0,1442,23,0,0,3,0,0,7,28,0,0,0,0,0,0,0,0,0,2,0,0,368,106,0,0,1899,0,0,0,0,603,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C002.03SS",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,2455,252,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C036.05SS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12482,2,0,0,579,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,18,1020,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C032.16SS",2619,0,379,0,3629,0,0,0,0,0,790,197,49,0,187,0,0,1486,0,0,0,44,0,29,0,49,0,157,18,0,23,0,21,2,155,15,11,0,0,18,0,0,4,0,0,0,0,364,10,0,0,0,250,0,7,0,0,0,0,200,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C037.06SS",8,0,0,0,6,0,0,0,0,0,9707,0,0,0,237,0,0,326,0,0,0,1700,0,0,0,113,0,4,0,0,0,15,0,0,0,88,0,0,0,0,0,0,82,0,0,2,0,193,155,164,0,3,675,379,5,0,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C012.08SS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,4,0,0,0,643,0,0,0,0,0,0,0,0,0,2,0,0,2078,0,0,0,3,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C010.11SS",0,0,0,547,1943,0,0,0,0,0,0,21,6,0,152,0,0,437,0,0,0,1533,0,18,0,0,0,2603,78,0,0,2,22,0,0,31,0,0,0,85,0,0,5,0,0,3,0,11,1000,7,0,41,247,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C012.20SS",5740,0,119,45,4011,0,0,71,0,0,866,2,714,0,742,0,0,217,0,0,0,67,0,2,0,33,0,1369,87,0,0,2,59,0,185,136,0,32,13,5,0,0,0,0,0,0,0,34,22,0,0,0,52,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C046.01SS",967,0,0,2,0,0,0,512,0,0,0,66,0,0,4,0,0,12,0,0,0,565,623,0,0,0,0,970,2,0,0,0,4,0,8,7,0,5,0,0,0,0,0,13,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C049.10SS",3529,0,0,0,0,0,0,0,0,0,0,0,55,0,285,0,0,0,0,0,0,976,32,0,0,69,0,6088,13,0,0,0,0,0,0,25,0,419,0,87,0,0,55,0,0,0,0,207,2525,0,0,0,12,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C043.04SS",2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,0,0,0,436,0,3398,23,0,0,0,0,0,154,3,0,0,0,359,0,0,0,0,0,0,0,2,38,0,0,0,41,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C031.12SS",3746,0,0,0,0,0,0,5,0,0,84,756,19,0,0,0,0,727,0,0,0,381,0,0,0,382,0,1504,14,0,0,0,34,0,5,10,0,0,0,353,0,0,25,0,0,0,0,25,217,0,0,0,21,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
